workerid,rt,trial_type,name,responsetype,gender,num_objects,object,effect,actual_cause,cause,response,other_gender,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
2,12928,cause_effect_prior,Brenda,ci_low,F,15,sugar cubes,dissolved,<strong>Brenda put  15 sugar cubes  in a bucket of water.</strong>,put __ in a bucket of water,10,M,14,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,12928,cause_effect_prior,Brenda,ci_high,F,15,sugar cubes,dissolved,<strong>Brenda put  15 sugar cubes  in a bucket of water.</strong>,put __ in a bucket of water,15,M,14,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,12928,cause_effect_prior,Brenda,best_guess,F,15,sugar cubes,dissolved,<strong>Brenda put  15 sugar cubes  in a bucket of water.</strong>,put __ in a bucket of water,15,M,14,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,12609,cause_effect_prior,Nicole,confidence,F,15,backpacks,blew away,<strong>Nicole left  15 backpacks  on a table on a windy day.</strong>,left __ on a table on a windy day,0.75,M,15,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,12609,cause_effect_prior,Nicole,ci_low,F,15,backpacks,blew away,<strong>Nicole left  15 backpacks  on a table on a windy day.</strong>,left __ on a table on a windy day,0,M,15,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,12609,cause_effect_prior,Nicole,ci_high,F,15,backpacks,blew away,<strong>Nicole left  15 backpacks  on a table on a windy day.</strong>,left __ on a table on a windy day,5,M,15,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,12609,cause_effect_prior,Nicole,best_guess,F,15,backpacks,blew away,<strong>Nicole left  15 backpacks  on a table on a windy day.</strong>,left __ on a table on a windy day,2,M,15,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,6045,cause_effect_prior,David,confidence,M,15,candles,exploded,<strong>David lit  15 candles.</strong>,lit __,1,M,16,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,6045,cause_effect_prior,David,ci_low,M,15,candles,exploded,<strong>David lit  15 candles.</strong>,lit __,0,M,16,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,6045,cause_effect_prior,David,ci_high,M,15,candles,exploded,<strong>David lit  15 candles.</strong>,lit __,0,M,16,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,6045,cause_effect_prior,David,best_guess,M,15,candles,exploded,<strong>David lit  15 candles.</strong>,lit __,0,M,16,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,7113,cause_effect_prior,Sarah,confidence,F,15,bicyclists,honked,<strong>Sarah cut off  15 bicyclists.</strong>,cut off __,0.68,M,17,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,7113,cause_effect_prior,Sarah,ci_low,F,15,bicyclists,honked,<strong>Sarah cut off  15 bicyclists.</strong>,cut off __,0,M,17,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,7113,cause_effect_prior,Sarah,ci_high,F,15,bicyclists,honked,<strong>Sarah cut off  15 bicyclists.</strong>,cut off __,15,M,17,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
2,7113,cause_effect_prior,Sarah,best_guess,F,15,bicyclists,honked,<strong>Sarah cut off  15 bicyclists.</strong>,cut off __,5,M,17,English,2,Male,23,"Thanks for this, everything seemed clear and fun!",Yes,3,Windows,1050,1680,Chrome,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3LRLIPTPEQ8F4Q3VMFFJ10NFCJDKAZ,2,Submitted,Wed May 06 07:23:02 PDT 2015,Tue May 05 14:39:37 PDT 2015,Tue May 05 14:43:02 PDT 2015,,,,,,[],{},3.3925833333333335
3,16202,cause_effect_prior,Brandon,confidence,M,15,notebooks,landed flat,<strong>Brandon tossed  15 notebooks.</strong>,tossed __,1,M,3,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,16202,cause_effect_prior,Brandon,ci_low,M,15,notebooks,landed flat,<strong>Brandon tossed  15 notebooks.</strong>,tossed __,6,M,3,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,16202,cause_effect_prior,Brandon,ci_high,M,15,notebooks,landed flat,<strong>Brandon tossed  15 notebooks.</strong>,tossed __,15,M,3,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,16202,cause_effect_prior,Brandon,best_guess,M,15,notebooks,landed flat,<strong>Brandon tossed  15 notebooks.</strong>,tossed __,11,M,3,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,14258,cause_effect_prior,Deborah,confidence,F,15,bike lights,ran out of batteries,<strong>Deborah left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,1,F,4,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,14258,cause_effect_prior,Deborah,ci_low,F,15,bike lights,ran out of batteries,<strong>Deborah left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,10,F,4,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,14258,cause_effect_prior,Deborah,ci_high,F,15,bike lights,ran out of batteries,<strong>Deborah left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,15,F,4,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,14258,cause_effect_prior,Deborah,best_guess,F,15,bike lights,ran out of batteries,<strong>Deborah left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,15,F,4,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,9333,cause_effect_prior,Edward,confidence,M,15,white tablecloths,got stained,<strong>Edward spilled red nail polish on  15 white tablecloths.</strong>,spilled red nail polish on __,1,F,5,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,9333,cause_effect_prior,Edward,ci_low,M,15,white tablecloths,got stained,<strong>Edward spilled red nail polish on  15 white tablecloths.</strong>,spilled red nail polish on __,14,F,5,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,9333,cause_effect_prior,Edward,ci_high,M,15,white tablecloths,got stained,<strong>Edward spilled red nail polish on  15 white tablecloths.</strong>,spilled red nail polish on __,15,F,5,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,9333,cause_effect_prior,Edward,best_guess,M,15,white tablecloths,got stained,<strong>Edward spilled red nail polish on  15 white tablecloths.</strong>,spilled red nail polish on __,15,F,5,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,12086,cause_effect_prior,Anthony,confidence,M,15,rocks,burnt,<strong>Anthony threw  15 rocks  into a fire.</strong>,threw __ into a fire,0.77,F,6,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
3,12086,cause_effect_prior,Anthony,ci_low,M,15,rocks,burnt,<strong>Anthony threw  15 rocks  into a fire.</strong>,threw __ into a fire,0,F,6,English,2,Male,27,,Yes,2,Windows,630,1120,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3CCZ6YKWR7IYHO8NNMXD3GTD9B095O,3,Submitted,Wed May 06 07:23:23 PDT 2015,Tue May 05 14:37:58 PDT 2015,Tue May 05 14:43:23 PDT 2015,,,,,,[],{},3.66865
